abv,beer_id,brewer_id,beer_name,beer_style,review_appearance,review_aroma,review_overall,review_palate,profile_name,review_taste,text,time
8.6,38394,3818,Pumking,Pumpkin Ale,4.0,5.0,4.0,4.0,Jayli,4.0," consumed 9/28	This beer pours a a nice bright orangey copper color with a 1/2 finger of off white head that recedes rapidly, leaving wispy spotty lacing on the sides of the glass. The nose is amazing. I have to say, I just kept going back to smell this one before every sip..and sometimes just to smell it. Nose is mainly of pumpkin,butter, vanilla, and just the right amount of spices. Most pumpkin beers go all out with spices, but the spice are more a background hint in this beer. Taste is some caramel malts up front lending to a buttery, pumpkin flavoring, hint of vanilla mingle and finishes with a touch of nutmeg, more pumpkin and vanilla. Medium bodied, mild carbonation, nice creamy mouth feel, slightly oily in the finish. I like me some pumpkin beers, so I could session this one any day, any time.",2009-10-07 00:38:49
7.5,53039,273,Sweetwater Dank Tank Wet Dream,American Amber / Red Ale,2.5,3.0,4.0,2.0,ahurd11085,3.0," Picked up a 22oz bomber today...Had high hopes for this one as I love hoppy red ales, and despite what many people feel about it, I love the Chinook hop. Maybe I was asking for too much, but was really let down by this one...		A: Good clarity, nice deep amber/red color...vigorous pour yielded a weak 1 finger thin head that quickly disappeared with no trace...no lacing on the glass at any point.		S: Very appealing notes of pine resins, some citrus fruits, and nice spiciness. The problem was that these notes were all VERY faint. A bit of the toast from the grain on the nose.		T: Some really awesome flavors coming through...but they are just too weak and watery. This tastes like a great Imperial Red, such as Stone 13 cut down with 1/3 pure water. The beer has a nice balance between toasty, nutty malt flavor the piney spicy hops...but both need to be amped up substantially		M: Worst part of the beer. VERY thin and watery with no malt body or hop slickness.		D: This beer does have superior drinkability. It does go down quite easily, and I would have no problem putting down many pints. Unfortunately thats not really what I look for in my beers that put the name Imperial into their style.		Overall a decent beer, but not a good imperial red. Seems to be the Dank Tank theme...a good beer, but not really close to what it is being sold as.",2009-10-07 00:38:56
5.2,607,192,Fat Tire Amber Ale,American Amber / Red Ale,3.5,3.5,5.0,3.5,Kraken,4.5," Reviewed from notes. Consumed 8/4/09		Poured from a 12oz bottle into a standard water glass. Firm pour evokes a 3/4 inch head consisting of fine white bubbles. No lace. Color is a clear golden copper.		Nose- Mild hop profile balanced with a touch of caramel malt.		Pallate- A very nice, balanced amber ale. Plenty of nutty slightly chewy caramels, coupled with a crisp refreshing, slightly lemon citric hop bite. Hops are not over powering, but rather a faintly tart and bitter compliment. Wonderfully executed.		Mouthfeel- Active, faintly tart.		Drinkability- Great, magnificent session beer.",2009-10-07 00:38:56
4.8,6711,2854,Flensburger Dunkel,Munich Dunkel Lager,3.5,3.5,4.5,4.0,drpimento,3.5," Nice beer. Got this bottle a couple of weeks ago at Surdyk's in Minneapolis. Opened with a rousing POP and poured with a nice foamy, frothy tan head and some lace. Head mostly settled down soon. Color is clear dark amber - brown with some dark red orange highlights. Aroma was dark malt, cocoa, earth, and a little roastiness. Flavor is about the same and well balanced. Not much sweetness nor too much of anything, really. Body is nice and so is carbonation. Real easy drinking beer. Nice clean finish. Definitely a session.",2009-10-07 00:39:31
5.8,40999,96,Lucky Kat,American IPA,3.0,2.5,3.0,2.5,corby112,2.0, Pours a clear amber orange with a fizzy one finger beige head that quickly fades into thin ring. Not much in the lacing department.		Very earthy dirt hop aroma with some dry pine notes and a bit of caramel malt that has some nut and biscuit character. 		Very watered down with a lot of literally earthy hops up front that taste like dirt with a caramel biscuit malt backbone that provides a bit of balance and a very odd unpleasant metallic aftertaste.,2009-10-07 00:40:37
8.5,52373,423,Seeyoulator Doppelbock,Doppelbock,4.5,4.5,4.5,4.0,GbVDave,4.5," Poured from a corked and caged 750ml bottle into a St. Bernardus goblet. Extra special thanks to thehand for the trade!		Batch Number: 1-2009 7/10		A: Pours a cloudy and hazy reddish amber color. Covering this is a gorgeous looking, khaki-colored, three finger dallop of cream on top. Retention was awesome and the ropes and splotches of lace left behind were beautiful.		S: Toasty malt (caramel, toffee, and nuts) was in full effect along with spices, green apple, berries, a touch of alcohol, and cedar. As it came up to temp it started to smell like one of those cedar sashays (sp?) that you throw in your closet to keep it smelling good.		T: Much like above with more of a toasted malt and roasty nut flavor. Earthy and grassy hops, dried herbs, slightly tangy apples, vanilla, spices, cedar, and coconut. Did I mention I'm a sucker for cedar?		M: Surprisingly spicy and bitter, for the style. I expected greater sweetness but was rewarded with a refreshing peppery spiciness. Likely due to the cedar.		D: Man, do I dig the beers in the Smokestack Series! I don't usually drink doppelbocks, but after this I may have to work more of them into my rotation!",2009-10-07 00:41:23
6.1,56973,132,Shakespeare Oatmeal Stout,Oatmeal Stout,4.5,4.0,5.0,4.5,MeisterBurger,4.0," Pours an impenetrably deep black with a rich tan head that retains nicely. Rings of lace linger beautifully after every sip.		The aroma is roast and cascade hops, nice and fruity, slightly piney, with hints of milk chocolate and caramel.		The taste is very roast forward but perfectly so, very dry, intense and smooth at the same time--pine bitterness lingers long in the finish. Definitely has a coffee grinds taste going on.		The mouthfeel is creamy, just a notch below full bodied, and the carbonation is spot on.		Overall just a great drinker, really nice and roasty and dry and balanced to perfection.",2009-10-07 00:41:33
5.3,108,35,Samuel Adams Cherry Wheat,Fruit / Vegetable Beer,3.0,2.5,3.0,3.5,jhammel01,4.0," Pours a golden straw color that cloudy with a fluffy head. It keeps a soapy lace all the way down. Beer is nice and healthy as its out of the new harvest collection and is fresh until Jan 10. Looks like a typical wheat beer. For some reason, I expected it to be red.		All I smell are cherries! cherries and some malt background. Much much else happening.		I was actually quite surprised by the 1st initial taste. I like it! It reminds me of Magic Hats Wacko if you've ever had it. This beer has a front of cherry that is nicely balanced with a bit of malt flavor in the background that finishes with plenty of sourdough bready goodness. 		I liked this one. It was well balanced and enjoyable. Not the overpowering cherry tart I was expecting...I pleasant surprise.",2009-10-07 00:41:39
4.2,53124,16304,Vienna Lager,Vienna Lager,3.5,4.0,3.5,4.0,Derek,3.5," A: Deep bronze, off-white head, thin ring of retention, slight lace.		S: Light caramel & toffee, nuts & noble hops.		T: Grainy bread, nut, floral, grassy & peppery. Slight sweetness with a restrained bitterness.		M: Smooth, moderate body.		D: A decent drinker, I'm looking forward to trying some bottles!",2009-10-07 00:42:17
5.1,38366,35,Samuel Adams Dunkelweizen,Dunkelweizen,4.0,3.5,4.0,3.0,burnstar,3.0, Pours a murky brown with a medium sized head. Smell is spicy wheat with a bit of caramel. Taste has a very mild sweetness. A roasted grainy flavor. A bit of spicy wheat. Herbal flavor in the finish. Maybe a touch watery. Overall a decent dunkel for an American version.,2009-10-07 00:42:17
5.0,3567,1141,Paienne,American Blonde Ale,2.5,2.5,2.0,2.0,mrmanning,2.5," Bottle- A pale straw pour emits a fluffy white foam. Grassy nose is also grainy and has an aroma of cooked vegetable as well. Sweet grainy flavour upfront, overly grassy, tastes of weird biscuit. Strange stuff overall. Creamy finish with odd aftertaste too. Proof that great breweries also make a crappy beer or two.",2009-10-07 00:42:19
5.0,33254,1878,Propeller Pumpkin Ale,Pumpkin Ale,4.0,3.5,4.5,4.0,Long813,3.5," A: Poured a crisp and clear golden ale with a tint of orange with little head that dissipated leaving no lacing. 		S: Well blended mix of pumpkin accompanied by cloves, and other spices. 		T: Starts with a medium pumpkin taste and finished with a variety of spices. 		M: Light bodied, crisp and low-medium carbonation		D: Very enjoyable, the spices make you want to enjoy the beer longer. It could use more focus on the pumpkin than the spice. 		This is my first pumpkin ale and I am impressed with it thus far.",2009-10-07 00:44:54
4.7,53108,853,Black Oak Oaktoberfest,Märzen / Oktoberfest,5.0,4.0,4.5,4.5,Derek,4.0," A: Copper with an off-white head, great retention, excellent lacing. From a cask no less!		S: Bready, floral, grassy spice, wood & toffee.		T: Grainy bready, peppery spice, toffee, nut, wood; artfully balanced bitterness.		M: Smooth moderate body.		D: A good drinker.",2009-10-07 00:45:55
6.0,206,68,Road Dog Porter,American Porter,3.5,4.5,4.0,4.0,anexetastos,4.0," I'm going to judge this as a robust porter (AJCP profile 12B as opposed to a brown porter 12A, because it seems to fit better there; forgive me if i'm erroneous). 		Aroma: nice roasty aroma; roasted grains obvious in the nose. No noticeable hop aroma, as it should be. No diacetyl. 		Color: a little on the light side, but very clean. no contamination at all either in the nose or the appearance.		Flavor: nice moderate roasty flavor; pleasant black malt presence; nice acidic/tannic finish from the roasted grains, but not overwhelming; very balanced here.		Mouthfeel: bubbly; a bit over-carbonated on this one, but the second one was fine (anaomoly on the first).		Overall impression: the motto says plenty: ""Good beer. No shit""",2009-10-07 00:46:55
9.5,26159,1339,Urthel Hop-It,Belgian IPA,4.0,3.5,4.0,3.5,Kraken,4.0," Reviewed from notes. Consumed 8/5/09		Poured from an 11.2oz bottle into an over sized water glass. Slight pour yields a scant head. Very nice lace. Color is a very cloudy orange with tons of suspended sediment.		Nose- Heavy overripe orange, some lemon zest. Characteristically ""Belgian"" yeastiness.		Pallate- Interesting. A very Belgian interpretation of a ""Hoppy"" golden. Some lemon citrus, a hint of pepper, and some banana. Booziness enters the taste equation near the end. Some subtle sweetness and bitterness in the finish.		Mouthfeel- Very active. Slightly syrupy.		Drinkability- Fairly drinkable, although a bit strong.",2009-10-07 00:47:15
